time,value
08-22-2019 12:51,19.195358622070636
09-19-2019 09:44,13.51954348476431
08-26-2019 14:05,9.191413297293051
08-19-2019 16:37,18.346597621135494
09-05-2019 09:18,1.3497780071369094
09-02-2019 10:23,8.462216831548023
08-23-2019 15:05,17.24712519849063
08-22-2019 10:44,19.307438746303912
08-29-2019 10:26,7.748959147495662
09-11-2019 14:02,33.741233180314474
08-23-2019 13:34,17.385419447114586
08-30-2019 15:12,9.309158559543206
09-12-2019 11:19,36.34107908841354
09-05-2019 16:29,0.8793838849312922
08-29-2019 17:18,8.112746503125619
08-27-2019 12:23,7.433896894815559
09-20-2019 17:39,13.310252831265803
08-22-2019 15:47,19.028031302007157
09-04-2019 10:58,3.5805940067500703
09-03-2019 12:59,6.055646361490765
08-23-2019 09:42,17.72483617397254
09-17-2019 14:04,20.16505225815964
09-03-2019 16:59,5.627996618554196
08-22-2019 15:25,19.04969876084759
09-05-2019 09:37,1.3256538598359193
09-09-2019 11:57,18.715893921501696
09-18-2019 15:21,15.666387651876127
08-21-2019 12:53,20.004707698622685
09-19-2019 09:33,13.534762664631254
08-22-2019 10:43,19.308292002931335
09-02-2019 13:38,8.215561266143652
09-20-2019 10:13,12.878542033002281
08-27-2019 17:40,7.187940299630532
09-17-2019 14:06,20.158326981080496
08-22-2019 09:05,19.38966754247676
09-16-2019 10:05,26.113731336362783
09-11-2019 13:03,33.56427356381624
09-20-2019 12:37,12.982639075126645
09-16-2019 14:16,25.21081972015176
09-06-2019 10:59,0.6169082525944298
08-21-2019 17:22,19.933797532537834
09-09-2019 09:10,17.672332751406895
08-23-2019 14:34,17.29455670049089
08-22-2019 16:46,18.96887606877996
08-28-2019 15:59,7.0420374869466
09-13-2019 16:02,36.46555797208621
09-19-2019 14:18,13.185904326326881
09-02-2019 14:43,8.130078886574603
09-10-2019 15:02,28.190143951847244
08-21-2019 09:14,20.033023577100963
09-13-2019 16:51,36.41802550630035
09-09-2019 15:31,20.048775346732185
08-23-2019 09:12,17.76731391973965
09-10-2019 10:27,26.745325932343995
08-23-2019 12:06,17.516415099858442
08-23-2019 14:19,17.31738897670325
08-29-2019 15:30,8.014472555392176
09-06-2019 17:55,0.9703547088428768
09-05-2019 13:26,1.0586373470686432
08-27-2019 10:10,7.559265489537907
08-26-2019 13:13,9.278524221667007
08-30-2019 11:03,9.098249167281915
09-10-2019 11:21,27.036267445982272
09-19-2019 13:07,13.263818911751336
09-17-2019 15:46,19.824037633068322
08-22-2019 12:00,19.241249858263497
09-03-2019 16:24,5.691242457567022
09-12-2019 13:02,36.45272809727823
08-22-2019 11:12,19.283360982575427
09-13-2019 10:33,36.715326903303634
09-18-2019 12:39,16.07486723930289
09-03-2019 10:20,6.330840710242887
09-11-2019 14:17,33.785391988748046
08-30-2019 11:29,9.120941075483458
09-03-2019 09:19,6.43460897364922
09-09-2019 14:25,19.63861638489648
09-12-2019 14:39,36.5451146036878
09-06-2019 14:21,0.7532191304175464
09-06-2019 10:28,0.60163108414904
08-28-2019 11:32,6.964076045844358
08-22-2019 14:27,19.105797970236374
09-20-2019 15:40,13.163143489602122
09-09-2019 17:06,20.63711784881135
